id,name,card_type,pokemon_type,hp,ex,stage,rarity,set,subset,ability_name,move1_name,move1_cost,move1_damage,move1_description,move2_name,move2_cost,move2_damage,move2_description,image,page
A1 208,Eevee,Pokemon,Colorless,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Tackle,🔘,20,,,,,,https://img.game8.co/4003423/5a2cc74f2cffa9d2a797f3f3763ba5e3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476209
A1 209,Porygon,Pokemon,Colorless,50,1,Basic,◇◇,Genetic Apex (A1),Mewtwo,Data Scan,Sharpen,🔘,20,,,,,,https://img.game8.co/4003538/0f6b9055a3507b991fde9ad4c3d8b132.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476210
A1 210,Aerodactyl,Pokemon,Colorless,100,1,Stage 1,◇◇◇,Genetic Apex (A1),Mewtwo,,Primal Wingbeat,🔘🔘,,"Flip a coin. If heads, your opponent shuffles their Active Pokemon back into their deck.",,,,,https://img.game8.co/4006291/ef10efd87d7c93de71dcbbc53b1a1071.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476211
A1 211,Snorlax,Pokemon,Colorless,150,1,Basic,◇◇◇,Genetic Apex (A1),Pikachu,,Rollout,🔘🔘🔘🔘,70,,,,,,https://img.game8.co/3995575/e6da282941f70b4987f0cdb44eef162c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476212
A1 212,Minccino,Pokemon,Colorless,60,1,Basic,◇,Genetic Apex (A1),Any,,Tail Smack,🔘,20,,,,,,https://img.game8.co/4003523/bde0c5085b4496c3b48b2e76e39ab9d7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476213
A1 213,Cinccino,Pokemon,Colorless,90,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Do the Wave,🔘🔘🔘,30x,This attack does 30 damage for each of your Benched Pokemon.,,,,,https://img.game8.co/3998346/cfc0a80b75fc6b58456086578f6d925a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476214
A1 214,Wooloo,Pokemon,Colorless,70,1,Basic,◇,Genetic Apex (A1),Any,,Tackle,🔘🔘,30,,,,,,https://img.game8.co/3995583/0aa65f7e80849f5ff5075a7b4ceb4bcf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476215
A1 215,Dubwool,Pokemon,Colorless,120,1,Stage 1,◇,Genetic Apex (A1),Any,,Rolling Tackle,🔘🔘🔘,80,,,,,,https://img.game8.co/3998330/756181084ff47181399e8a4f53547840.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476216
A1 216,Helix Fossil,Trainer,Item,40,0,,◇,Genetic Apex (A1),Pikachu,,,,,,,,,,https://img.game8.co/4004042/6f1a71c0a509b36ccf7dd29bf8bfa967.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476269
A1 217,Dome Fossil,Trainer,Item,40,0,,◇,Genetic Apex (A1),Charizard,,,,,,,,,,https://img.game8.co/4003420/3a48e38a9b18a8b2cbbe31cf2ab073ce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476270
A1 218,Old Amber,Trainer,Item,40,0,,◇,Genetic Apex (A1),Mewtwo,,,,,,,,,,https://img.game8.co/4004046/7f7c477d6e42fd30ea75f71d6e26d51b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476271
A1 219,Erika,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Charizard,,,,,,,,,,https://img.game8.co/3995535/5bc1164c2b9a79f4c40f21a8975adbb3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476272
A1 220,Misty,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Pikachu,,,,,,,,,,https://img.game8.co/4174584/67a5bdd899e0be1ca02936613508317a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476273
A1 221,Blaine,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Charizard,,,,,,,,,,https://img.game8.co/4003402/360b3b8340f9bb16d72ccfcee2e77d48.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476274
A1 222,Koga,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Mewtwo,,,,,,,,,,https://img.game8.co/4006599/5e73bc4a027588078823269865149861.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476275
A1 223,Giovanni,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Mewtwo,,,,,,,,,,https://img.game8.co/4004047/6feadf37e41d8f0974ff9041ea4e5612.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476276
A1 224,Brock,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Pikachu,,,,,,,,,,https://img.game8.co/3995521/f1b8235c638e64025383439980233625.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476277
A1 225,Sabrina,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Charizard,,,,,,,,,,https://img.game8.co/4174585/8269f36163fc6feffe816c936eb5bff0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476278
A1 226,Lt. Surge,Trainer,Supporter,,0,,◇◇,Genetic Apex (A1),Pikachu,,,,,,,,,,https://img.game8.co/4003515/ad83ced6f5c6f10d8a78640d1a1d497f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476279
A1 227,Bulbasaur,Pokemon,Grass,70,1,Basic,☆,Genetic Apex (A1),Mewtwo,,Vine Whip,🟢🔘,40,,,,,,https://img.game8.co/3998329/0e9fc1153da201124cf34cf3b2e19e85.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476217
A1 228,Gloom,Pokemon,Grass,80,1,Stage 1,☆,Genetic Apex (A1),Charizard,,Drool,🟢🔘,40,,,,,,https://img.game8.co/4003430/8f731654dfe6ac762a19e7c97d160106.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476218
A1 229,Pinsir,Pokemon,Grass,90,1,Basic,☆,Genetic Apex (A1),Charizard,,Double Horn,🟢🟢,50x,Flip 2 coins. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4003536/36d7faa5f69430099603927d89739743.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476219
A1 230,Charmander,Pokemon,Fire,60,1,Basic,☆,Genetic Apex (A1),Charizard,,Ember,🔴,30,Discard a Fire Energy from this Pokemon.,,,,,https://img.game8.co/3998370/8d22416e59377d0a7b264435acd74d5c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476220
A1 231,Rapidash,Pokemon,Fire,100,1,Stage 1,☆,Genetic Apex (A1),Charizard,,Fire Mane,🔴,40,,,,,,https://img.game8.co/4003540/39df1d269f5fc61d07c7be1cf36edf0c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476221
A1 232,Squirtle,Pokemon,Water,60,1,Basic,☆,Genetic Apex (A1),Pikachu,,Water Gun,🔵,20,,,,,,https://img.game8.co/3995576/fdbc69a9416a23429a33d8b7bddabecc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476222
A1 233,Gyarados,Pokemon,Water,150,1,Stage 1,☆,Genetic Apex (A1),Pikachu,,Hyper Beam,🔵🔵🔵🔵,100,Discard a random Energy from your opponent's Active Pokemon.,,,,,https://img.game8.co/4003510/43149edce21c416e7bfc25466f4a50d8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476223
A1 234,Lapras,Pokemon,Water,100,1,Basic,☆,Genetic Apex (A1),Charizard,,Hydro Pump,🔵,20,"If this Pokemon has at least 3 extra Water Energy attached, this attack does 70 more damage.",,,,,https://img.game8.co/3995546/5565a86b915faf786b67c13bce355030.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476224
A1 235,Electrode,Pokemon,Lightning,80,1,Stage 1,☆,Genetic Apex (A1),Pikachu,,Electro Ball,🟡🟡,70,,,,,,https://img.game8.co/4006299/164e655e9ef51c7e87b0088a8e11f76d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476225
A1 236,Alakazam,Pokemon,Psychic,130,1,Stage 2,☆,Genetic Apex (A1),Charizard,,Psychic,🟣🔘🔘,60+,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4003398/2781900ee1e5f71b5a4a7c3213c915f7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476226
A1 237,Slowpoke,Pokemon,Psychic,70,1,Basic,☆,Genetic Apex (A1),Charizard,,Tail Whap,🟣🔘,30,,,,,,https://img.game8.co/4003543/5770fc7a4878760c0d2b322579f5db07.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476227
A1 238,Diglett,Pokemon,Fighting,50,1,Basic,☆,Genetic Apex (A1),Pikachu,,Mud-Slap,🟤,20,,,,,,https://img.game8.co/4003415/948ac4c249bf3f8b2d6f7e6958c7a745.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476228
A1 239,Cubone,Pokemon,Fighting,60,1,Basic,☆,Genetic Apex (A1),Mewtwo,,Growl,🔘,,"During your opponent’s next turn, attacks used by the Defending Pokemon do 20 less damage (before applying Weakness).",,,,,https://img.game8.co/4006296/76cce8fcd59a1569404181bc2b401de6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476229
A1 240,Nidoqueen,Pokemon,Darkness,140,1,Stage 2,☆,Genetic Apex (A1),Pikachu,,Lovestrike,⚫⚫🔘,80+,This attack does 50 more damage for each of your Benched Nidoking.,,,,,https://img.game8.co/4003525/cb4f6f4897b3974c41576d102b7ab4ca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476230
A1 241,Nidoking,Pokemon,Darkness,150,1,Stage 2,☆,Genetic Apex (A1),Pikachu,,Poison Horn,⚫⚫🔘,90,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4006825/6a1b3b097957a4a0637a1cafcc57c879.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476231
A1 242,Golbat,Pokemon,Darkness,40,1,Stage 1,☆,Genetic Apex (A1),Mewtwo,,Wing Attack,🔘,40,,,,,,https://img.game8.co/4003506/2a1cd3c9b1fdcbb900b0ce2886d1ec43.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476232
A1 243,Weezing,Pokemon,Darkness,110,1,Stage 1,☆,Genetic Apex (A1),Mewtwo,Gas Leak,Tackle,⚫,30,,,,,,https://img.game8.co/4003552/5626c04911ff7b0a31ca2da102a72b70.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476233
A1 244,Dragonite,Pokemon,Dragon,160,1,Stage 2,☆,Genetic Apex (A1),Mewtwo,,Draco Meteor,🔵🟡🔘🔘,,"1 of your opponent's Pokemon is chosen at random 4 times. For each time a Pokemon was chosen, do 50 damage to it.",,,,,https://img.game8.co/4006603/a78574d9760d8f46021f9f2044256e41.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476234
A1 245,Pidgeot,Pokemon,Colorless,130,1,Stage 2,☆,Genetic Apex (A1),Mewtwo,Drive Off,Wing Attack,🔘🔘,70,,,,,,https://img.game8.co/3995559/0eaf9c41df36639f10e40dc720e33c0a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476235
A1 246,Meowth,Pokemon,Colorless,60,1,Basic,☆,Genetic Apex (A1),Charizard,,Pay Day,🔘,10,Draw 1 card.,,,,,https://img.game8.co/3995550/8168097e123bb4e439ff7e4258a4948d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476236
A1 247,Ditto,Pokemon,Colorless,70,1,Basic,☆,Genetic Apex (A1),Mewtwo,,Copy Anything,🔘,,"Choose 1 of your opponent's Pokemon's attacks and use it as this attack. If this Pokemon doesn't have the necessary Energy to use that attack, this attack does nothing.",,,,,https://img.game8.co/4003417/bf41eda948bc197b182a5164fe7b314b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476237
A1 248,Eevee,Pokemon,Colorless,60,1,Basic,☆,Genetic Apex (A1),Pikachu,,Tackle,🔘,20,,,,,,https://img.game8.co/4006298/a3f453ef2786fd0d620f98d4d6b6ba4b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476238
A1 249,Porygon,Pokemon,Colorless,50,1,Basic,☆,Genetic Apex (A1),Mewtwo,Data Scan,Sharpen,🔘,20,,,,,,https://img.game8.co/4003537/09592d9582fbb1e5cd78be13565c2a87.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476239
A1 250,Snorlax,Pokemon,Colorless,150,1,Basic,☆,Genetic Apex (A1),Pikachu,,Rollout,🔘🔘🔘🔘,70,,,,,,https://img.game8.co/4006318/f113d0e6bb96dd18cb6ed0094279c25d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476240
A1 251,Venusaur ex,Pokemon,Grass,190,2,Stage 2,☆☆,Genetic Apex (A1),Mewtwo,,Razor Leaf,🟢🔘🔘,60,,Giant Bloom,🟢🟢🔘🔘,100,Heal 30 damage from this Pokemon.,https://img.game8.co/4006320/46d757ec19e48106d126fb983f6cc3a9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476241
A1 252,Exeggutor ex,Pokemon,Grass,160,2,Stage 1,☆☆,Genetic Apex (A1),Charizard,,Tropical Swing,🟢,40+,"Flip a coin. If heads, this attack does 40 more damage.",,,,,https://img.game8.co/4006601/069a5adf7809808c40f191f981c87e2e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476242
A1 253,Charizard ex,Pokemon,Fire,180,2,Stage 2,☆☆,Genetic Apex (A1),Charizard,,Slash,🔴🔘🔘,60,,Crimson Storm,🔴🔴🔘🔘,200,Discard 2 Fire Energy from this Pokemon.,https://img.game8.co/3995525/18e37c47affcd450ba9c796c8d61df82.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476243
A1 254,Arcanine ex,Pokemon,Fire,150,2,Stage 1,☆☆,Genetic Apex (A1),Pikachu,,Inferno Onrush,🔴🔴🔘,120,This Pokemon also does 20 damage to itself.,,,,,https://img.game8.co/4006604/7c2541e061600e9c8906866c46e61f6d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476244
A1 255,Moltres ex,Pokemon,Fire,140,2,Basic,☆☆,Genetic Apex (A1),Charizard,,Inferno Dance,🔴,,Flip 3 coins. Take an amount of Fire Energy from your Energy Zone equal to the number of heads and attach it to your Benched Fire Pokemon in any way you like.,Heat Blast,🔴🔘🔘,70,,https://img.game8.co/3995555/69a05c43883158f9223dcefcbeb836b8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476245
A1 256,Blastoise ex,Pokemon,Water,180,2,Stage 2,☆☆,Genetic Apex (A1),Pikachu,,Surf,🔵🔘,40,,Hydro Bazooka,🔵🔵🔘,100+,"If this Pokemon has at least 2 extra Water Energy attached, this attack does 60 more damage.",https://img.game8.co/4003404/74a6d7a3866978dfd12b6fbbdd3ec049.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476246
A1 257,Starmie ex,Pokemon,Water,130,2,Stage 1,☆☆,Genetic Apex (A1),Charizard,,Hydro Splash,🔵🔵,90,,,,,,https://img.game8.co/4006319/658ece44b06ffe49270ed013a4d992f2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476247
A1 258,Articuno ex,Pokemon,Water,140,2,Basic,☆☆,Genetic Apex (A1),Mewtwo,,Ice Wing,🔵🔘,40,,Blizzard,🔵🔵🔵,80,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,https://img.game8.co/4006292/f18219733f9466a19ab2b3c21b4df5dd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476248
A1 259,Pikachu ex,Pokemon,Lightning,120,2,Basic,☆☆,Genetic Apex (A1),Pikachu,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4006317/d9eccaae10cd1e6a6e42cdf775d4df3b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476249
A1 260,Zapdos ex,Pokemon,Lightning,130,2,Basic,☆☆,Genetic Apex (A1),Pikachu,,Peck,🟡,20,,Thundering Hurricane,🟡🟡🟡,50x,Flip 4 coins. This attack does 50 damage for each heads.,https://img.game8.co/4006324/72931228894858cb2a0f917c118b8b10.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476250
A1 261,Gengar ex,Pokemon,Psychic,170,2,Stage 2,☆☆,Genetic Apex (A1),Mewtwo,Shadowy Spellbind,Spooky Shot,🟣🟣🟣,100,,,,,,https://img.game8.co/4009511/4c11bbf1d9de86d55e5364cb86886b0d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476251
A1 262,Mewtwo ex,Pokemon,Psychic,150,2,Basic,☆☆,Genetic Apex (A1),Mewtwo,,Psychic Sphere,🟣🔘,50,,Psydrive,🟣🟣🔘🔘,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/4006310/fba1500128ca575a4a98cfbd1c54c694.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476252
A1 263,Machamp ex,Pokemon,Fighting,180,2,Stage 2,☆☆,Genetic Apex (A1),Charizard,,Mega Punch,🟤🟤🟤,120,,,,,,https://img.game8.co/4006307/5d4c7ea056aa8522b2da330627267a25.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476253
A1 264,Marowak ex,Pokemon,Fighting,140,2,Stage 1,☆☆,Genetic Apex (A1),Mewtwo,,Bonemerang,🟤🟤,80x,Flip 2 coins. This attack does 80 damage for each heads.,,,,,https://img.game8.co/4003519/857dcd5288999d90ec51356bcde97a35.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476254
A1 265,Wigglytuff ex,Pokemon,Colorless,140,2,Stage 1,☆☆,Genetic Apex (A1),Pikachu,,Sleepy Song,🔘🔘🔘,80,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4006322/85193b4d376896a51e19d41f633bbb3c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476255
A1 266,Erika,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Charizard,,-,,-,-,,,,,https://img.game8.co/4006301/e377eb2d11dc67d3a56e5d8266ee7dbc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476280
A1 267,Misty,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Pikachu,,-,,-,-,,,,,https://img.game8.co/4006313/883b68da489048a408c4b042d3e9f3a7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476281
A1 268,Blaine,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Charizard,,-,,-,-,,,,,https://img.game8.co/4009514/a2735a2f51c75b7de641e1ffc015093f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476282
A1 269,Koga,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Mewtwo,,-,,-,-,,,,,https://img.game8.co/4004062/0c2bbaf7e3e34c46d1593b6780108de9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476283
A1 270,Giovanni,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Mewtwo,,-,,-,-,,,,,https://img.game8.co/4006600/181c9ad102c86d25cd7fc4110324e035.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476284
A1 271,Brock,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Pikachu,,-,,-,-,,,,,https://img.game8.co/4006295/45b892bab21569de57759d90f85a6368.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476285
A1 272,Sabrina,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Charizard,,-,,-,-,,,,,https://img.game8.co/3995570/5363412994d6d586a28f14002fd2919d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476286
A1 273,Lt. Surge,Trainer,Supporter,,0,,☆☆,Genetic Apex (A1),Pikachu,,-,,-,-,,,,,https://img.game8.co/4006305/8742024b4fa2f2d51cde1662b0207935.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476287
A1 274,Moltres ex,Pokemon,Fire,140,2,Basic,☆☆,Genetic Apex (A1),Charizard,,Inferno Dance,🔴,,Flip 3 coins. Take an amount of Fire Energy from your Energy Zone equal to the number of heads and attach it to your Benched Fire Pokemon in any way you like.,Heat Blast,🔴🔘🔘,70,,https://img.game8.co/4006314/4b2780b9486d31b4ba3e676f1efdddfc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476256
A1 275,Articuno ex,Pokemon,Water,140,2,Basic,☆☆,Genetic Apex (A1),Mewtwo,,Ice Wing,🔵🔘,40,,Blizzard,🔵🔵🔵,80,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,https://img.game8.co/3995518/1a7462d806bf260c2e9d310c79337d86.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476257
A1 276,Zapdos ex,Pokemon,Lightning,130,2,Basic,☆☆,Genetic Apex (A1),Pikachu,,Peck,🟡,20,,Thundering Hurricane,🟡🟡🟡,50x,Flip 4 coins. This attack does 50 damage for each heads.,https://img.game8.co/4006595/b23afefb20009f237f67574c1df4e15e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476258
A1 277,Gengar ex,Pokemon,Psychic,170,2,Stage 2,☆☆,Genetic Apex (A1),Mewtwo,Shadowy Spellbind,Spooky Shot,🟣🟣🟣,100,,,,,,https://img.game8.co/4006304/6d99f4800a08971b09a53537d16b3a51.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476259
A1 278,Machamp ex,Pokemon,Fighting,180,2,Stage 2,☆☆,Genetic Apex (A1),Charizard,,Mega Punch,🟤🟤🟤,120,,,,,,https://img.game8.co/4006309/6bf549fc24608f9a0b9ceab9e5a415a0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476260
A1 279,Wigglytuff ex,Pokemon,Colorless,140,2,Stage 1,☆☆,Genetic Apex (A1),Pikachu,,Sleepy Song,🔘🔘🔘,80,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4003553/29add5661f1e274510ee800fc43dead8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476261
A1 280,Charizard ex,Pokemon,Fire,180,2,Stage 2,☆☆☆,Genetic Apex (A1),Charizard,,Slash,🔴🔘🔘,60,,Crimson Storm,🔴🔴🔘🔘,200,Discard 2 Fire Energy from this Pokemon.,https://img.game8.co/4003413/3e370eaf341ab999848cf8897857a14a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476262
A1 281,Pikachu ex,Pokemon,Lightning,120,2,Basic,☆☆☆,Genetic Apex (A1),Pikachu,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4003535/a81d2d3359e2826570e8d56b0bdc1261.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476263
A1 282,Mewtwo ex,Pokemon,Psychic,150,2,Basic,☆☆☆,Genetic Apex (A1),Mewtwo,,Psychic Sphere,🟣🔘,50,,Psydrive,🟣🟣🔘🔘,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/3998374/e2c23965071d31ddee3b44f139828f01.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476264
A1 283,Mew,Pokemon,Psychic,60,1,Basic,☆☆☆,Genetic Apex (A1),Special,,Psy Report,🟣,20,Your opponent reveals their hand.,,,,,https://img.game8.co/4003521/d4c306cd6e9a7b1b7e329a0b222dcb4c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476265
A1 284,Charizard ex,Pokemon,Fire,180,2,Stage 2,♛,Genetic Apex (A1),Any,,Slash,🔴🔘🔘,60,,Crimson Storm,🔴🔴🔘🔘,200,Discard 2 Fire Energy from this Pokemon.,https://img.game8.co/4003412/b421fe6ecd5abf05495d9bc913dac38c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476266
A1 285,Pikachu ex,Pokemon,Lightning,120,2,Basic,♛,Genetic Apex (A1),Any,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4006316/ddc5959a5f198f650fc5cd02977cc92c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476267
A1 286,Mewtwo ex,Pokemon,Psychic,150,2,Basic,♛,Genetic Apex (A1),Any,,Psychic Sphere,🟣🔘,50,,Psydrive,🟣🟣🔘🔘,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/4003522/31cffe0b0a2dccac69c03c84adc1003e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476268
P-A 001,Potion,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/3998353/d3f67748817342fa3fad937b1284fea1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476288
P-A 002,X Speed,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/4174264/bdc880d718880556bb86089a353e080f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476289
P-A 003,Hand Scope,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/4174261/c0f9acafff2d56dd14fef5550c1a2aef.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476290
P-A 004,Pokedex,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/4174263/0ddba1a74c1eda43ff47820411bef058.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476291
P-A 005,Poke Ball,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/3998351/d2ca1646332bd0640346f06449f4d942.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476292
P-A 006,Red Card,Trainer,Item,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/4006596/ed3924da2e7ba5e19dbcdd4795f9be57.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476293
P-A 007,Professor's Research,Trainer,Supporter,,0,,Promo,Promo,Promo-A,,,,,,,,,,https://img.game8.co/3998352/af036f8053fc2b903b144d532ad7b52e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476294
P-A 009,Pikachu,Pokemon,Lightning,60,1,Basic,Promo,Promo,Promo-A,,Gnaw,🟡,20,,,,,,https://img.game8.co/4004048/f45514971d258b013b49cf6c9a204da2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476295
P-A 010,Mewtwo,Pokemon,Psychic,120,1,Basic,Promo,Promo,Promo-A,,Power Blast,🟣🟣🔘🔘,120,Discard 2 Psychic Energy from this Pokemon.,,,,,https://img.game8.co/4054527/0f96bb31bd00fab027737ec950123d97.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/487357
P-A 011,Chansey,Pokemon,Colorless,120,1,Basic,Promo,Promo,Promo-A,,Gentle Slap,🔘🔘🔘,60,,,,,,https://img.game8.co/4174265/a26ad985e94f30fd084e41463bd0a9cf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/483086
P-A 012,Meowth,Pokemon,Colorless,60,1,Basic,Promo,Promo,Promo-A,,Pay Day,🔘,10,Draw 1 card.,,,,,https://img.game8.co/4174262/c09f24ad81afc49d9d2c16a1e38da6b9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/483049
P-A 013,Butterfree,Pokemon,Grass,120,1,Stage 2,Promo,Promo,Promo-A,Powder Heal,Gust,🟢🔘🔘,60,,,,,,https://img.game8.co/4034574/8036f89ab35034653e65e6eadfb23eab.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/483513
