number,name,rarity,stage,HP,type,weakness,retreat_cost,ultra_beast,generation,illustrator,pack_name,pack_points,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,image,url
A1 276,Zapdos ex,☆☆,Basic,130,Lightning,Lightning,2,No,1,PLANETA CG Works,Genetic Apex (A1) Pikachu,1250,,,Peck,🟡,20,,Thundering Hurricane,🟡🟡🟡,50x,Flip 4 coins. This attack does 50 damage for each heads.,https://img.game8.co/4006595/b23afefb20009f237f67574c1df4e15e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476258
A1 277,Gengar ex,☆☆,Stage 2,170,Psychic,Darkness,2,No,1,NC Empire,Genetic Apex (A1) Mewtwo,1250,Shadowy Spellbind,"As long as this Pokemon is in the Active Spot, your opponent can't use any Supporter cards from their hand.",,,,,Spooky Shot,🟣🟣🟣,100,,https://img.game8.co/4006304/6d99f4800a08971b09a53537d16b3a51.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476259
A1 278,Machamp ex,☆☆,Stage 2,180,Fighting,Psychic,3,No,1,AKIRA EGAWA,Genetic Apex (A1) Charizard,1250,,,Mega Punch,🟤🟤🟤,120,,,,,,https://img.game8.co/4006309/6bf549fc24608f9a0b9ceab9e5a415a0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476260
A1 279,Wigglytuff ex,☆☆,Stage 1,140,Colorless,Fighting,2,No,1,Shibuzoh.,Genetic Apex (A1) Pikachu,1250,,,Sleepy Song,*️⃣*️⃣*️⃣,80,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4003553/29add5661f1e274510ee800fc43dead8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476261
A1 280,Charizard ex,☆☆☆,Stage 2,180,Fire,Water,2,No,1,kantaro,Genetic Apex (A1) Charizard,1500,,,Slash,🔴*️⃣*️⃣,60,,Crimson Storm,🔴🔴*️⃣*️⃣,200,Discard 2 Fire Energy from this Pokemon.,https://img.game8.co/4003413/3e370eaf341ab999848cf8897857a14a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476262
A1 281,Pikachu ex,☆☆☆,Basic,120,Lightning,Fighting,1,No,1,Ryota Murayama,Genetic Apex (A1) Pikachu,1500,,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4003535/a81d2d3359e2826570e8d56b0bdc1261.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476263
A1 282,Mewtwo ex,☆☆☆,Basic,150,Psychic,Darkness,2,No,1,Nurikabe,Genetic Apex (A1) Mewtwo,1500,,,Psychic Sphere,🟣*️⃣,50,,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/3998374/e2c23965071d31ddee3b44f139828f01.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476264
A1 283,Mew,☆☆☆,Basic,60,Psychic,Darkness,1,No,1,Amelicart,Genetic Apex (A1) Special,1500,,,Psy Report,🟣,20,Your opponent reveals their hand.,,,,,https://img.game8.co/4003521/d4c306cd6e9a7b1b7e329a0b222dcb4c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476265
A1 284,Charizard ex,♛,Stage 2,180,Fire,Water,2,No,1,PLANETA CG Works,Genetic Apex (A1) Any,2500,,,Slash,🔴*️⃣*️⃣,60,,Crimson Storm,🔴🔴*️⃣*️⃣,200,Discard 2 Fire Energy from this Pokemon.,https://img.game8.co/4003412/b421fe6ecd5abf05495d9bc913dac38c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476266
A1 285,Pikachu ex,♛,Basic,120,Lightning,Fighting,1,No,1,PLANETA CG Works,Genetic Apex (A1) Any,2500,,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4006316/ddc5959a5f198f650fc5cd02977cc92c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476267
A1 286,Mewtwo ex,♛,Basic,150,Psychic,Darkness,2,No,1,PLANETA Mochizuki,Genetic Apex (A1) Any,2500,,,Psychic Sphere,🟣*️⃣,50,,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/4003522/31cffe0b0a2dccac69c03c84adc1003e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476268
A1a 001,Exeggcute,◇,Basic,50,Grass,Fire,1,No,1,Yuka Morii,Mythical Island (A1a) Mew,35,,,Growth Spurt,*️⃣,,Take a Grass Energy from your Energy Zone and attach it to this Pokemon.,,,,,https://img.game8.co/4069624/d4b6fcce5983d28beec6928d031f6461.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491414
A1a 002,Exeggutor,◇◇,Stage 1,130,Grass,Fire,3,No,1,Masakazu Fukuda,Mythical Island (A1a) Mew,70,,,Psychic,🟢*️⃣*️⃣*️⃣,80+,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4069631/f25e6a7d32771f1be33a319266321f9a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491415
A1a 003,Celebi ex,◇◇◇◇,Basic,130,Grass,Fire,1,No,2,PLANETA CG Works,Mythical Island (A1a) Mew,500,,,Powerful Bloom,🟢*️⃣,50x,Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4069626/1a61e1ae8d9edb247a1b5fa0ea976f6c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491416
A1a 004,Snivy,◇,Basic,70,Grass,Fire,1,No,5,Kagemaru Himeno,Mythical Island (A1a) Mew,35,,,Vine Whip,🟢*️⃣,40,,,,,,https://img.game8.co/4069625/16b43fdbf3e9fb1650f421eb392b1122.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491417
A1a 005,Servine,◇◇,Stage 1,80,Grass,Fire,1,No,5,Shigenori Negishi,Mythical Island (A1a) Mew,70,,,Vine Whip,🟢*️⃣,50,,,,,,https://img.game8.co/4069629/1b28c3e450b7ac3dcdfb679b39141450.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491418
A1a 006,Serperior,◇◇◇,Stage 2,110,Grass,Fire,2,No,5,Yoshioka,Mythical Island (A1a) Mew,150,Jungle Totem,Each Grass Energy attached to your Grass Pokemon provides 2 Grass Energy. This effect doesn't stack.,,,,,Solar Beam,🟢*️⃣*️⃣*️⃣,70,,https://img.game8.co/4069632/df7c811418b9ba57154f3684d31513d3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491420
A1a 007,Morelull,◇,Basic,60,Grass,Fire,1,No,7,Saya Tsuruta,Mythical Island (A1a) Mew,35,,,Ram,🟢,20,,,,,,https://img.game8.co/4069630/7ab2a765b77a8738436b98a13263c272.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491421
A1a 008,Shiinotic,◇◇,Stage 1,90,Grass,Fire,2,No,7,Mizue,Mythical Island (A1a) Mew,70,,,Flickering Spores,🟢🟢,50,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4069633/3b173851e8390912a190aa27f2a0df59.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491422
A1a 009,Dhelmise,◇◇,Basic,100,Grass,Fire,2,No,7,Hasuno,Mythical Island (A1a) Mew,70,,,Energy Whip,🟢,20+,"If this Pokemon has at least 3 extra Grass Energy attached, this attack does 70 more damage.",,,,,https://img.game8.co/4069628/ad401e55dfb46f660f25666f958c2cac.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491423
A1a 010,Ponyta,◇,Basic,60,Fire,Water,1,No,1,Tomokazu Komiya,Mythical Island (A1a) Mew,35,,,Stomp,🔴,10+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4069627/7f7829b68c9a4aef1c7be48e3d3e9295.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491424
A1a 011,Rapidash,◇◇,Stage 1,100,Fire,Water,1,No,1,AKIRA EGAWA,Mythical Island (A1a) Mew,70,,,Rising Lunge,🔴*️⃣,40+,"Flip a coin. If heads, this attack does 60 more damage.",,,,,https://img.game8.co/4069680/cecef3c13221406fd18c9d86cac71f1d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491425
A1a 012,Magmar,◇◇,Basic,80,Fire,Water,2,No,1,sui,Mythical Island (A1a) Mew,70,,,Fire Blast,🔴🔴,80,Discard 2 Fire Energy from this Pokemon.,,,,,https://img.game8.co/4069674/07fe08e8d180c7d76af012b2beb60807.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491426
A1a 013,Larvesta,◇,Basic,80,Fire,Water,2,No,5,kawayoo,Mythical Island (A1a) Mew,35,,,Combustion,🔴*️⃣,30,,,,,,https://img.game8.co/4069679/8519e1c1b40ade8fa19d13999142d386.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491427
A1a 014,Volcarona,◇◇◇,Stage 1,120,Fire,Water,2,No,5,DOM,Mythical Island (A1a) Mew,150,,,Volcanic Ash,🔴🔴*️⃣,,Discard 2 Fire Energy from this Pokemon. This attack does 80 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/4069676/c51f6b0e1cda1d841030620b126371ae.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491428
A1a 015,Salandit,◇,Basic,60,Fire,Water,1,No,7,Naoki Saito,Mythical Island (A1a) Mew,35,,,Venoshock,*️⃣,10+,"If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",,,,,https://img.game8.co/4069672/5794e9475b35ad7a72eacf1e45bb5808.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491429
A1a 016,Salazzle,◇,Stage 1,80,Fire,Water,1,No,7,Mitsuhiro Arita,Mythical Island (A1a) Mew,35,,,Poison Claws,🔴,30,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4069681/e791a5d2218a431cc7df4502feb93f92.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491430
A1a 017,Magikarp,◇,Basic,30,Water,Lightning,1,No,1,Mitsuhiro Arita,Mythical Island (A1a) Mew,35,,,Leap Out,🔵,,Switch this Pokemon with 1 of your Benched Pokemon.,,,,,https://img.game8.co/4069677/f83c3786cd0768d9148179224121bcd6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491431
A1a 018,Gyarados ex,◇◇◇◇,Stage 1,180,Water,Lightning,3,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,500,,,Rampaging Whirlpool,🔵🔵🔵*️⃣,140,Discard a random Energy from among the Energy attached to all Pokemon (both yours and your opponent's).,,,,,https://img.game8.co/4069673/21e784147510dc8332a3adee6ae784db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491432
A1a 019,Vaporeon,◇◇◇,Stage 1,120,Water,Lightning,2,No,1,LINNE,Mythical Island (A1a) Mew,150,Wash Out,"As often as you like during your turn, you may move a Water Energy from 1 of your Benched Water Pokemon to your Active Water Pokemon.",,,,,Wave Splash,🔵*️⃣*️⃣,60,,https://img.game8.co/4069678/f97bb868fb8960da3afae41af4e2736f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491433
A1a 020,Finneon,◇,Basic,60,Water,Lightning,1,No,4,sui,Mythical Island (A1a) Mew,35,,,Water Gun,🔵,20,,,,,,https://img.game8.co/4069675/833e881ca8b812028ead868a90c68c78.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491434
A1a 021,Lumineon,◇◇,Stage 1,80,Water,Lightning,0,No,4,Sekio,Mythical Island (A1a) Mew,70,,,Aqua Liner,🔵🔵,,This attack does 50 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4069737/9ab4db9b303e1339887ccfc9932b9ab1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491435
A1a 022,Chewtle,◇,Basic,80,Water,Lightning,2,No,8,Taiga Kayama,Mythical Island (A1a) Mew,35,,,Bite,🔵*️⃣,30,,,,,,https://img.game8.co/4069735/06eced65e2f2eb0697fde99854880040.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491436
A1a 023,Drednaw,◇◇,Stage 1,130,Water,Lightning,3,No,8,nisimono,Mythical Island (A1a) Mew,70,,,Crunch,🔵🔵🔵,70,"Flip a coin. If heads, discard a random Energy from your opponent's Active Pokemon.",,,,,https://img.game8.co/4069734/eb88e0773f745880824fcc020acca95d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491437
A1a 024,Cramorant,◇,Basic,80,Water,Lightning,1,No,8,Jerky,Mythical Island (A1a) Mew,35,,,Dive,🔵🔵*️⃣,60,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from - and effects of - attacks done to this Pokemon.",,,,,https://img.game8.co/4069733/cc079a301f57e1301419e33463e5fae4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491438
A1a 025,Pikachu,◇,Basic,60,Lightning,Fighting,1,No,1,Naoyo Kimura,Mythical Island (A1a) Mew,35,,,Circle Circuit,🟡,10x,This attack does 10 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4069736/93003e2354879c4d8bc573f156f50b5e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491439
A1a 026,Raichu,◇◇◇,Stage 1,120,Lightning,Fighting,2,No,1,hncl,Mythical Island (A1a) Mew,150,,,Gigashock,🟡🟡🟡,60,This attack also does 20 damage to each of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4069764/6e89ef3ec2d9e02bc1ada26d302c2da1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491440
A1a 027,Electabuzz,◇◇,Basic,70,Lightning,Fighting,1,No,1,Naoyo Kimura,Mythical Island (A1a) Mew,70,,,Thunder Spear,🟡🟡,,This attack does 40 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/4069768/d0a1af4b2d47e2534fc457c7b753abd1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491441
A1a 028,Joltik,◇,Basic,40,Lightning,Fighting,1,No,5,MINAMINAMI Take,Mythical Island (A1a) Mew,35,,,Bug Bite,🟡,30,,,,,,https://img.game8.co/4069765/df96a106ffe441423e709e6d839c3c0f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491442
A1a 029,Galvantula,◇◇,Stage 1,80,Lightning,Fighting,1,No,5,Mitsuhiro Arita,Mythical Island (A1a) Mew,70,,,Electroweb,🟡🟡,70,"During your opponent's next turn, the Defending Pokemon can't retreat.",,,,,https://img.game8.co/4069767/7167ab9d8c0e87b627404a56fd936bb2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491443
A1a 030,Dedenne,◇,Basic,60,Lightning,Fighting,1,No,6,Taiga Kayama,Mythical Island (A1a) Mew,35,,,Thunder Shock,🟡,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4069766/b0cf9400dd6d0df3cc7dcf4fc973db2e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491444
A1a 031,Mew,◇◇◇,Basic,60,Psychic,Darkness,1,No,1,Saya Tsuruta,Mythical Island (A1a) Mew,150,,,Psy Report,🟣,20,Your opponent reveals their hand.,,,,,https://img.game8.co/4069819/a87fa79aa572125e2c2c88da32044d06.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491446
A1a 032,Mew ex,◇◇◇◇,Basic,130,Psychic,Darkness,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,500,,,Psyshot,🟣,20,,Genome Hacking,*️⃣*️⃣*️⃣,,Choose 1 of your opponent's Active Pokemon's attacks and use it as this attack.,https://img.game8.co/4069825/dcfa028865261c52da52724b22001a33.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491447
A1a 033,Sigilyph,◇◇,Basic,80,Psychic,Darkness,1,No,5,Shigenori Negishi,Mythical Island (A1a) Mew,70,,,Spike Draw,🟣,10,Draw a card.,,,,,https://img.game8.co/4069821/1dd29ea6a9108417ce524817c23a4af4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491448
A1a 034,Elgyem,◇,Basic,60,Psychic,Darkness,1,No,5,Kouki Saitou,Mythical Island (A1a) Mew,35,,,Headbutt,🟣,20,,,,,,https://img.game8.co/4069823/54f6af5544a7713951058e80759b792f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491449
A1a 035,Beheeyem,◇◇,Stage 1,90,Psychic,Darkness,1,No,5,sowsow,Mythical Island (A1a) Mew,70,,,Mind Jack,🟣,10+,This attack does 20 more damage for each of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4069826/35a0c7a7a1560e82690c89fd12c67a0c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491450
A1a 036,Flabebe,◇,Basic,40,Psychic,Metal,1,No,6,Cona Nitanda,Mythical Island (A1a) Mew,35,,,Hypnotic Gaze,🟣,,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4069822/490b01b37d5342700f26d17edcc9b559.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491451
A1a 037,Floette,◇,Stage 1,70,Psychic,Metal,1,No,6,Cona Nitanda,Mythical Island (A1a) Mew,35,,,Leaf Drain,🟣,40,Heal 10 damage from this Pokemon.,,,,,https://img.game8.co/4069828/f8d8bb848457a004746a0d826749ad9d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491452
A1a 038,Florges,◇◇,Stage 2,120,Psychic,Metal,1,No,6,Cona Nitanda,Mythical Island (A1a) Mew,70,,,Boomshone,🟣🟣,80,Heal 20 damage from each of your Pokemon.,,,,,https://img.game8.co/4069824/1123a812bd9d29221335726456b3351c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491453
A1a 039,Swirlix,◇,Basic,60,Psychic,Metal,1,No,6,5ban Graphics,Mythical Island (A1a) Mew,35,,,Fairy Wind,🟣,20,,,,,,https://img.game8.co/4069820/a04c1239557efa8741776bf3a857ffc0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491454
A1a 040,Slurpuff,◇,Stage 1,100,Psychic,Metal,2,No,6,Kagemaru Himeno,Mythical Island (A1a) Mew,35,,,Magical Shot,🟣*️⃣,60,,,,,,https://img.game8.co/4069827/73031a5fa11b10c35cbefedb317bb3ef.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491455
A1a 041,Mankey,◇,Basic,50,Fighting,Psychic,1,No,1,Akira Komayama,Mythical Island (A1a) Mew,35,,,Focus Fist,🟤,50,"Flip a coin. If tails, this attack does nothing.",,,,,https://img.game8.co/4069923/7047bda5ed25b37bc3c90095d7459803.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491456
A1a 042,Primeape,◇,Stage 1,80,Fighting,Psychic,1,No,1,Taiga Kayama,Mythical Island (A1a) Mew,35,,,Punch,🟤,50,,,,,,https://img.game8.co/4069910/b58fe6858ae8d2b5bac2f4b99a305790.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491457
A1a 043,Geodude,◇,Basic,70,Fighting,Grass,2,No,1,GOSSAN,Mythical Island (A1a) Mew,35,,,Light Punch,🟤*️⃣,30,,,,,,https://img.game8.co/4069915/82d8799116d012616eb4cd97b77d37a1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491458
A1a 044,Graveler,◇◇,Stage 1,100,Fighting,Grass,3,No,1,Ayaka Yoshida,Mythical Island (A1a) Mew,70,,,Lunge Out,🟤*️⃣,40,,,,,,https://img.game8.co/4069921/011f24c5b57689a636ef0f27066d3d2c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491459
A1a 045,Golem,◇◇◇,Stage 2,160,Fighting,Grass,3,No,1,Masakazu Fukuda,Mythical Island (A1a) Mew,150,,,Guard Press,🟤🟤🟤*️⃣,120,"During your opponent's next turn, this Pokemon takes -30 damage from attacks.",,,,,https://img.game8.co/4069913/1fc58390aaaf6ee7c44d0715a27ca4ce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491460
A1a 046,Aerodactyl ex,◇◇◇◇,Stage 1,140,Fighting,Lightning,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,500,Primeval Law,Your opponent can't play any Pokemon from their hand to evolve their Active Pokemon.,,,,,Land Crush,🟤*️⃣,80,,https://img.game8.co/4069926/71a88bad85fb49b3e9982bbc9968025d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491461
A1a 047,Marshadow,◇◇◇,Basic,80,Fighting,Psychic,1,No,7,kantaro,Mythical Island (A1a) Mew,150,,,Revenge,🟤*️⃣,40+,"If any of your Pokemon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 60 more damage.",,,,,https://img.game8.co/4069689/801873e6da16c0c4ad2aa97d460368ce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491462
A1a 048,Stonjourner,◇◇,Basic,120,Fighting,Grass,3,No,8,Teeziro,Mythical Island (A1a) Mew,70,,,Mega Kick,🟤🟤🟤,90,,,,,,https://img.game8.co/4069912/5c86659c2218dabc0894569c99c21ea4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491463
A1a 049,Koffing,◇,Basic,70,Darkness,Fighting,2,No,1,Naoyo Kimura,Mythical Island (A1a) Mew,35,,,Division,⚫,,Put 1 random Koffing from your deck onto your Bench.,,,,,https://img.game8.co/4069909/17b87499adc6af66b41b883233fb8632.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491464
A1a 050,Weezing,◇◇,Stage 1,110,Darkness,Fighting,3,No,1,Mousho,Mythical Island (A1a) Mew,70,,,Smokescreen,⚫⚫,50,"During your opponent's next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.",,,,,https://img.game8.co/4069908/c9044b94595984a558d105abfc7f58fe.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491465
A1a 051,Purrloin,◇,Basic,60,Darkness,Grass,1,No,5,Kagemaru Himeno,Mythical Island (A1a) Mew,35,,,Scratch,⚫,20,,,,,,https://img.game8.co/4069914/7f50e23b63f2217243882d6e21864d23.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491468
A1a 052,Liepard,◇,Stage 1,90,Darkness,Grass,1,No,5,GIDORA,Mythical Island (A1a) Mew,35,,,Slash,⚫,40,,,,,,https://img.game8.co/4069925/5ce78f3b2e8a6f4da54f250c33d75884.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491469
A1a 053,Venipede,◇,Basic,60,Darkness,Fighting,1,No,5,Yukiko Baba,Mythical Island (A1a) Mew,35,,,Ram,⚫,20,,,,,,https://img.game8.co/4069924/2990319ea41dd7214fd382351be89f40.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491470
A1a 054,Whirlipede,◇,Stage 1,90,Darkness,Fighting,2,No,5,Shin Nagasawa,Mythical Island (A1a) Mew,35,,,Poison Sting,⚫,20,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4069917/21aaf70d689137776b6433bc94df3722.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491471
A1a 055,Scolipede,◇◇,Stage 2,140,Darkness,Fighting,2,No,5,5ban Graphics,Mythical Island (A1a) Mew,70,,,Venoshock,⚫*️⃣,70+,"If your opponent's Active Pokemon is Poisoned, this attack does 50 more damage.",,,,,https://img.game8.co/4069922/f4e0c14d70e80f53bc6a3d5b6f7d4b6d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491472
A1a 056,Druddigon,◇◇,Basic,100,Dragon,,2,No,5,Ryota Murayama,Mythical Island (A1a) Mew,70,Rough Skin,"If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon, do 20 damage to the Attacking Pokemon.",,,,,Dragon Claw,🔵🔴*️⃣,90,,https://img.game8.co/4069920/3fd848329d1fb1312f01c7582fcfd53c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491473
A1a 057,Pidgey,◇,Basic,50,Colorless,Lightning,1,No,1,Shigenori Negishi,Mythical Island (A1a) Mew,35,,,Flap,*️⃣,20,,,,,,https://img.game8.co/4069918/0f3c25ac64e3a2c7f0708bd981785870.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491474
A1a 058,Pidgeotto,◇,Stage 1,90,Colorless,Lightning,1,No,1,Taiga Kayama,Mythical Island (A1a) Mew,35,,,Wing Attack,*️⃣*️⃣*️⃣,50,,,,,,https://img.game8.co/4069919/2bf62480a5d0672c43517f7c12dccf5d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491475
A1a 059,Pidgeot ex,◇◇◇◇,Stage 2,170,Colorless,Lightning,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,500,,,Scattering Cyclone,*️⃣*️⃣*️⃣,80+,This attack does 20 more damage for each of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4069916/11b0332ced651e2601fa82e7e6d61d00.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491476
A1a 060,Tauros,◇◇◇,Basic,100,Colorless,Fighting,2,No,1,KEIICHIRO ITO,Mythical Island (A1a) Mew,150,,,Fighting Tackle,*️⃣*️⃣*️⃣,40+,"If your opponent's Active Pokemon is a Pokemon ex, this attack does 80 more damage.",,,,,https://img.game8.co/4069911/0dad0cdd65ace34a890c849519724c3f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491477
A1a 061,Eevee,◇,Basic,60,Colorless,Fighting,1,No,1,Hitoshi Ariga,Mythical Island (A1a) Mew,35,,,Continuous Steps,*️⃣,20x,Flip a coin until you get tails. This attack does 20 damage for each heads.,,,,,https://img.game8.co/4069949/06afeb019e6de62201ed40d08ea62636.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491478
A1a 062,Chatot,◇,Basic,60,Colorless,Lightning,1,No,4,Masako Tomii,Mythical Island (A1a) Mew,35,,,Mimic,*️⃣,,Shuffle your hand into your deck. Draw a card for each card in your opponent's hand.,,,,,https://img.game8.co/4069951/82223142bb7875af4a34412c7a28078b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491479
A1a 063,Old Amber,◇,,,Item,,,No,1,Toyste Beach,Mythical Island (A1a) Mew,35,,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",,,,,,,,,https://img.game8.co/4004046/7f7c477d6e42fd30ea75f71d6e26d51b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476271
A1a 064,Pokemon Flute,◇◇,,,Item,,,No,1,Toyste Beach,Mythical Island (A1a) Mew,70,,Put a Basic Pokemon from your opponent's discard pile onto their Bench.,,,,,,,,,https://img.game8.co/4069948/4860009590f76ef59eed15814ec393db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491502
A1a 065,Mythical Slab,◇◇,,,Item,,,No,,AYUMI ODASHIMA,Mythical Island (A1a) Mew,70,,"Look at the top card of your deck. If that card is a Psychic Pokemon, put it in your hand. If it is not a Psychic Pokemon, put it on the bottom of your deck.",,,,,,,,,https://img.game8.co/4069950/f310ca7133d07193b8bedf27ac247f14.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491501
A1a 066,Budding Expeditioner,◇◇,,,Supporter,,,No,,Yuu Nishida,Mythical Island (A1a) Mew,70,,Put your Mew ex in the Active Spot into your hand.,,,,,,,,,https://img.game8.co/4069952/01abdab83ac4cbcb02f354987d4465d0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491500
