id,name,card_type,pokemon_type,rarity,evolution_stage,ex,hp,ability,image_url,set,subset,trainer_type,owned,archive_url,moves1_energy_cost,moves1_description,moves1_damage,moves1_name,moves2_energy_cost,moves2_description,moves2_damage,moves2_name,moves3_energy_cost,moves3_description,moves3_damage,moves3_name
A2 156,Tangrowth,Pokemon,Grass,☆,Stage 1,,130,,https://img.game8.co/4093235/ed9868896905bffa22fe55c79fdb40cb.png/show,Space-Time Smackdown (A2),Dialga,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496728,Grass 3:Colorless,Heal 30 damage from this Pokémon.,90,Mega Drain,,,,,A2-D,,,
A2 157,Combee,Pokemon,Grass,☆,Basic,,50,,https://img.game8.co/4093231/68c08e1c4f60f632ba33221c2c18d536.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496729,Colorless,Put 1 random from your deck onto your Bench.,,Call for Family,,,,,A2-D,,,
A2 158,Carnivine,Pokemon,Grass,☆,Basic,,90,,https://img.game8.co/4093229/1a5fdddae0c678d36ce1e25fda3c7bc4.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496809,Grass 2:Colorless,"Flip a coin. If heads, this attack does 50 more damage.",50,Flog,,,,,A2-P,,,
A2 159,Shaymin,Pokemon,Grass,☆,Basic,,60,Fragrant Flower Garden,https://img.game8.co/4093233/00074d6468601a4da385c2403ba7fc85.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496730,Grass:Colorless,,30,Flop,,,,,A2-D,,,
A2 160,Mamoswine,Pokemon,Water,☆,Stage 2,,160,,https://img.game8.co/4093238/44a5993a4b9e3b640df408e0bf77a910.png/show,Space-Time Smackdown (A2),Dialga,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496731,Water 2:Colorless 2,This Pokémon takes −30 damage from attacks from Fire or Water Pokémon.,120,Frosty Flattening,,,,,A2-D,,,
A2 161,Gastrodon,Pokemon,Water,☆,Stage 1,,120,,https://img.game8.co/4093330/2873e306e40a6c7d40430cfc5fc5e857.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496810,Water:Colorless 2,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon.,60,Muddy Water,,,,,A2-P,,,
A2 162,Manaphy,Pokemon,Water,☆,Basic,,50,,https://img.game8.co/4093325/3fe7cc93082d1d9242b399f3d21e1f17.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496811,Water,"Choose 2 of your Benched Pokémon. For each of those Pokémon, take a Water Energy from your Energy Zone and attach it to that Pokémon.",,Oceanic Gift,,,,,A2-P,,,
A2 163,Shinx,Pokemon,Lightning,☆,Basic,,60,,https://img.game8.co/4093324/636aea9141cedb6a14c7342003855a6b.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496732,Lightning,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from - and effects of - attacks done to this Pokemon.",,Hide,,,,,A2-D,,,
A2 164,Rotom,Pokemon,Lightning,☆,Basic,,70,,https://img.game8.co/4093329/97c13ce347115ac12ff89d52107cb6cb.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496812,Colorless,"If your opponent’s Active Pokémon has a Pokémon Tool attached, this attack does 30 more damage.",20+,Assault Laser,,,,,A2-P,,,
A2 165,Drifloon,Pokemon,Psychic,☆,Basic,,50,,https://img.game8.co/4093323/538e298296219d27b5f0040cbf929b93.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496733,Psychic,"During your opponent’s next turn, this Pokémon takes −20 damage from attacks.",10,Expand,,,,,A2-D,,,
A2 166,Mesprit,Pokemon,Psychic,☆,Basic,,70,,https://img.game8.co/4093322/857f9780a5ccd3d266fb22840ba0b8f8.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496734,Psychic 3,You can use this attack only if you have Uxie and Azelf on your Bench. Discard all Energy from this Pokémon.,160,Supreme Blast,,,,,A2-D,,,
A2 167,Giratina,Pokemon,Psychic,☆,Basic,,120,Levitate,https://img.game8.co/4093328/706a08fa93871d3d28ef902247d8491d.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496813,Psychic 2:Colorless,,70,Spooky Shot,,,,,A2-P,,,
A2 168,Cresselia,Pokemon,Psychic,☆,Basic,,110,,https://img.game8.co/4093327/7b16384a66e7847d3d2c958e5087c5ce.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496814,Psychic 2,Heal 20 damage from this Pokémon.,50,Moonlight Gain,,,,,A2-P,,,
A2 169,Rhyperior,Pokemon,Fighting,☆,Stage 2,,160,,https://img.game8.co/4093326/a46d750c6c0da1e044cd857abaf54a19.png/show,Space-Time Smackdown (A2),Palkia,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496815,Fightring 3:Colorless,Discard the top 3 cards of your deck.,150,Mountain Swing,,,,,A2-P,,,
A2 170,Lucario,Pokemon,Fighting,☆,Stage 1,,100,Fighting Coach,https://img.game8.co/4088377/ca1b00b81fe1c748256e5096a5d3e8cc.png/show,Space-Time Smackdown (A2),Dialga,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496735,Fighting 2,,40,Submarine Blow,,,,,A2-D,,,
A2 171,Hippopotas,Pokemon,Fighting,☆,Basic,,80,,https://img.game8.co/4093321/fb6cec7792e5b27f286c705365cd8e49.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496816,Fighting 2:Colorless,,60,Rolling Tackle,,,,,A2-P,,,
A2 172,Spiritomb,Pokemon,Darkness,☆,Basic,,80,,https://img.game8.co/4093319/fcf5fea01ffbfbd3004fcc6d7a795f5b.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496817,Colorless,This attack does 10 damage to each of your opponent’s Pokémon,,Swirling Disaster,,,,,A2-P,,,
A2 173,Croagunk,Pokemon,Darkness,☆,Basic,,60,,https://img.game8.co/4093316/96954f8526d656a3483833a5a7268040.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496736,Darkness 2,Flip a coin for each Pokémon you have in play. This attack does 20 damage for each heads.,20x,Grout Beatdown,,,,,A2-D,,,
A2 174,Heatran,Pokemon,Metal,☆,Basic,,120,,https://img.game8.co/4093318/dc880b8db11bfa393f59c9682d42fe89.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496737,Metal 3,This Pokemon also does 20 damage to itself.,110,Steel Tackle,,,,,A2-D,,,
A2 175,Garchomp,Pokemon,Dragon,☆,Stage 2,,140,Reckless Shearing,https://img.game8.co/4093312/ef98ee9dc1e8d98b469e85f461be1caf.png/show,Space-Time Smackdown (A2),Palkia,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496818,Water:Fighting,,100,Dragon Claw,,,,,A2-P,,,
A2 176,Staraptor,Pokemon,Colorless,☆,Stage 2,,140,,https://img.game8.co/4093314/4fb0733a2fedff76edea57c8bf976382.png/show,Space-Time Smackdown (A2),Palkia,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496819,Colorless 3,"During your opponent's next turn, the Defending Pokemon can't retreat.",80,Clutch,,,,,A2-P,,,
A2 177,Bidoof,Pokemon,Colorless,☆,Basic,,60,,https://img.game8.co/4093315/438295217c88b2c2ffe48481138fbf66.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496738,Colorless 2,"Halve your opponent's Active Pokemon's remaining HP, rounding down.",,Super Fang,,,,,A2-D,,,
A2 178,Glameow,Pokemon,Colorless,☆,Basic,,60,,https://img.game8.co/4093320/021e3d31d575bd630fee01d2a6be1dd9.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496820,Colorless,"Flip a coin, if tails, this attack does nothing.",40,Pose,,,,,A2-P,,,
A2 179,Regigigas,Pokemon,Colorless,☆,Basic,,140,,https://img.game8.co/4093317/0d04dfca9e6753e91b5373e86d6145bd.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496739,Colorless 4,This attack does more damage equal to the damage this Pokemon has on it.,50+,Raging Hammer,,,,,A2-D,,,
A2 180,Yanmega ex,Pokemon,Grass,☆☆,Stage 1,ex,140,,https://img.game8.co/4093313/86e6031b91634031bf850d931fd29ce2.png/show,Space-Time Smackdown (A2),Dialga,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496740,Colorless 3,Discard a random Energy from this Pokemon.,120,Air Slash,,,,,A2-D,,,
A2 181,Infernape ex,Pokemon,Fire,☆☆,Stage 2,ex,170,,https://img.game8.co/4093334/f9da583bdaa8533e6fb0c914ff1257bc.png/show,Space-Time Smackdown (A2),Palkia,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496821,Fire 2,Discard all Fire Energy from this Pokemon.,140,Flare Blitz,,,,,A2-P,,,
A2 182,Palkia ex,Pokemon,Water,☆☆,Basic,ex,150,,https://img.game8.co/4093340/4599ac1110b00e89d3e895aa526796e4.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496822,Water,,30,Slash,Water 3:Colorless,Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.,150,Dimensional Storm,A2-P,,,
A2 183,Pachirisu ex,Pokemon,Lightning,☆☆,Basic,ex,120,,https://img.game8.co/4093335/eca2dc4de56f03e44e98824698a2e9e5.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496741,Lightning 2,"If this Pokemon has a Pokemon Tool attatched, this attack does 40 more damage.",40+,Sparking Gadget,,,,,A2-D,,,
A2 184,Mismagius ex,Pokemon,Psychic,☆☆,Stage 1,ex,140,,https://img.game8.co/4093338/098892d663dae114f5e42cc07b1ef980.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496823,Psychic 2,Your opponent’s Active Pokémon is now Confused.,70,Magical Delusion,,,,,A2-P,,,
A2 185,Gallade ex,Pokemon,Fighting,☆☆,Stage 2,ex,170,,https://img.game8.co/4093331/e702c134d2bc0c234f7de2563cebaf45.png/show,Space-Time Smackdown (A2),Dialga,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496742,Fighting 2,This attack does 20 more damage for each Energy attatched to your opponent's Active Pokemon.,70+,Energized Blade,,,,,A2-D,,,
A2 186,Weavile ex,Pokemon,Darkness,☆☆,Stage 1,ex,140,,https://img.game8.co/4093332/9c62f6b6dca5310cdeea213407d08dc7.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496824,Darkness,"If your opponent’s Active Pokémon has damage on it, this attack does 40 more damage.",30+,Scratching Nails,,,,,A2-P,,,
A2 187,Darkrai ex,Pokemon,Darkness,☆☆,Basic,ex,140,Nightmare Aura,https://img.game8.co/4093341/f258523f0796213f17107aff102447c3.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496743,Darkness 2:Colorless,,80,Dark Prism,,,,,A2-D,,,
A2 188,Dialga ex,Pokemon,Metal,☆☆,Basic,ex,150,,https://img.game8.co/4093336/83841f671f1b66dab742ff9bee14f4a6.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496744,Metal 2,Take 2 Metal Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.,30,Metallic Turbo,Metal 2:Colorless 2,,100,Heavy Impact,A2-D,,,
A2 189,Lickilicky ex,Pokemon,Colorless,☆☆,Stage 1,ex,160,,https://img.game8.co/4093333/cf7e466b9e11b47ad7f286cf5c380ff6.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496825,Colorless 4,Flip a coin until you get tails. This attack does 40 more damage for each heads.,100+,Licking Fury,,,,,A2-P,,,
A2 190,Cyrus,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4093339/02768b1d252b382f6c3af6e9ca6eaed4.png/show,Space-Time Smackdown (A2),Palkia,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496837,-,-,-,-,,,,,A2-P,,,
A2 191,Team Galactic Grunt,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4093337/982529af402f013196924a3f849399f0.png/show,Space-Time Smackdown (A2),Dialga,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496756,-,-,-,-,,,,,A2-D,,,
A2 192,Cynthia,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4090820/c02481b100fe30af364ca642b6f30e4b.png/show,Space-Time Smackdown (A2),Palkia,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496838,-,-,-,-,,,,,A2-P,,,
A2 193,Volkner,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4093344/77b5c80d3ac52fc8709a5e0d8adc5a87.png/show,Space-Time Smackdown (A2),Dialga,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496757,-,-,-,-,,,,,A2-D,,,
A2 194,Dawn,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4093351/7b0607b77229dc4d110aee108ed155cd.png/show,Space-Time Smackdown (A2),Dialga,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496758,-,-,-,-,,,,,A2-D,,,
A2 195,Mars,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4093352/0a94032c29f43c37151ac28ea49e950b.png/show,Space-Time Smackdown (A2),Palkia,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496839,-,-,-,-,,,,,A2-P,,,
A2 196,Yanmega ex,Pokemon,Grass,☆☆,Stage 1,ex,140,,https://img.game8.co/4093355/3373164311264f2dda4de83c9a663681.png/show,Space-Time Smackdown (A2),Dialga,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496745,Colorless 3,Discard a random Energy from this Pokemon.,120,Air Slash,,,,,A2-D,,,
A2 197,Infernape ex,Pokemon,Fire,☆☆,Stage 2,ex,170,,https://img.game8.co/4093342/a6ae4cd7993791191703ccc578198eb3.png/show,Space-Time Smackdown (A2),Palkia,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496826,Fire 2,Discard all Fire Energy from this Pokemon.,140,Flare Blitz,,,,,A2-P,,,
A2 198,Pachirisu ex,Pokemon,Lightning,☆☆,Basic,ex,120,,https://img.game8.co/4093353/7da8c01ae18c4353994c0d7ffe03a209.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496746,Lightning 2,"If this Pokemon has a Pokemon Tool attatched, this attack does 40 more damage.",40+,Sparking Gadget,,,,,A2-D,,,
A2 199,Mismagius ex,Pokemon,Psychic,☆☆,Stage 1,ex,140,,https://img.game8.co/4093348/cc425f9d9f135b6c064678b137bd6dcf.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496827,Psychic 2,Your opponent’s Active Pokémon is now Confused.,70,Magical Delusion,,,,,A2-P,,,
A2 200,Gallade ex,Pokemon,Fighting,☆☆,Stage 2,ex,170,,https://img.game8.co/4093354/481c5a8c61206c3dcb42f1f8564940a4.png/show,Space-Time Smackdown (A2),Dialga,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496747,Fighting 2,This attack does 20 more damage for each Energy attatched to your opponent's Active Pokemon.,70+,Energized Blade,,,,,A2-D,,,
A2 201,Weavile ex,Pokemon,Darkness,☆☆,Stage 1,ex,140,,https://img.game8.co/4093347/4d179253439df5cbd88562bca2e9dec2.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496828,Darkness,"If your opponent’s Active Pokémon has damage on it, this attack does 40 more damage.",30+,Scratching Nails,,,,,A2-P,,,
A2 202,Darkrai ex,Pokemon,Darkness,☆☆,Basic,ex,140,Nightmare Aura,https://img.game8.co/4093349/2414867984c82db97b5484bde75fe5c2.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496748,Darkness 2:Colorless,,80,Dark Prism,,,,,A2-D,,,
A2 203,Lickilicky ex,Pokemon,Colorless,☆☆,Stage 1,ex,160,,https://img.game8.co/4093350/19af9b06f1d70a3eccb506909c4d27f6.png/show,Space-Time Smackdown (A2),Palkia,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496829,Colorless 4,Flip a coin until you get tails. This attack does 40 more damage for each heads.,100+,Licking Fury,,,,,A2-P,,,
A2 204,Palkia ex,Pokemon,Water,☆☆☆,Basic,ex,150,,https://img.game8.co/4093343/a33cb340719ffe13ab68b5f7f43a75e1.png/show,Space-Time Smackdown (A2),Palkia,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496830,Water,,30,Slash,Water 3:Colorless,Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.,150,Dimensional Storm,A2-P,,,
A2 205,Dialga ex,Pokemon,Metal,☆☆☆,Basic,ex,150,,https://img.game8.co/4093356/5d31362c11d0035a0cb2e22fc390a385.png/show,Space-Time Smackdown (A2),Dialga,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496749,Metal 2,Take 2 Metal Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.,30,Metallic Turbo,Metal 2:Colorless 2,,100,Heavy Impact,A2-D,,,
A2 206,Palkia ex,Pokemon,Water,♛,Basic,ex,150,,https://img.game8.co/4093345/42083b2748a934aa53cb3cee0d48a3b5.png/show,Space-Time Smackdown (A2),Any (Space-Time Smackdown),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496883,Water,,30,Slash,Water 3:Colorless,Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.,150,Dimensional Storm,A2-Any,,,
A2 207,Dialga ex,Pokemon,Metal,♛,Basic,ex,150,,https://img.game8.co/4093346/829507e34d043942d04383d403b308dd.png/show,Space-Time Smackdown (A2),Any (Space-Time Smackdown),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/496884,Metal 2,Take 2 Metal Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.,30,Metallic Turbo,Metal 2:Colorless 2,,100,Heavy Impact,A2-Any,,,
P-A 034,Piplup,Pokemon,Water,Promo,Basic,,60,,https://img.game8.co/4094447/0d9dbe35f460bbac3171860e28b2226c.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497335,Colorless,Heal 20 damage from this Pokémon.,,Nap,,,,,P-A,,,
P-A 035,Turtwig,Pokemon,Grass,Promo,Basic,,80,,https://img.game8.co/4094431/e42cd7fe8a2173ad3e0eb4e87ceab248.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497249,Grass:Colorless,,30,Bite,,,,,P-A,,,
P-A 036,Electivire,Pokemon,Lightning,Promo,Stage 1,,120,,https://img.game8.co/4094547/ee7cc47a64891169457b9b01a8394ca1.png/show,Promo,Promo-A,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497250,Lightning 2,"If this Pokemon has atleast 2 extra Lightning Energy attatched, this attack does 80 more damage.",40+,Exciting Voltage,,,,,P-A,,,
P-A 037,Cresselia ex,Pokemon,Psychic,Promo,Basic,ex,140,Lunar Plumage,https://img.game8.co/4094408/76ae92434838b2e6a562fda7b060fec3.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497251,Psychic 2:Colorless,,80,Psychic Flash,,,,,P-A,,,
P-A 038,Misdreavus,Pokemon,Psychic,Promo,Basic,,60,,https://img.game8.co/4094434/d56a446efc2d394744fd9c87d4c193ca.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497252,Psychic,Your opponent's Pokemon is now Confused.,,Confuse Ray,,,,,P-A,,,
P-A 039,Skarmory,Pokemon,Metal,Promo,Basic,,80,,https://img.game8.co/4094432/3f68e0c84fb204fa391cca1c37bc8a25.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497253,Metal,"If this Pokemon has a Pokemon Tool attatched, this attack does 30 more damage.",20+,Metal Arms,,,,,P-A,,,
P-A 040,Chimchar,Pokemon,Fire,Promo,Basic,,60,,https://img.game8.co/4099437/63de940692808e033a33439f5d09431b.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497337,Fire,,20,Scratch,,,,,P-A,,,
P-A 041,Togepi,Pokemon,Psychic,Promo,Basic,,50,,https://img.game8.co/4099445/8b0b1fa714a6fc114f763db0f1b8676f.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/497346,Psychic,,20,Pound,,,,,P-A,,,
A2a 001,Heracross,Pokemon,Grass,◇◇,Basic,,100,,https://img.game8.co/4119841/2b261fc69fa6bb81b9abfc97d555473a.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502148,Grass:Colorless 2,"Flip 2 coins. If both of them are heads, this attack does 70 more damage.",50+,Single-Horn Throw,,,,,A2a,,,
A2a 002,Burmy,Pokemon,Grass,◇,Basic,,50,,https://img.game8.co/4119758/f0f871f797e6af500ad4f5df258ee489.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502147,Grass,,20,Ram,,,,,A2a,,,
A2a 003,Mothim,Pokemon,Grass,◇◇,Stage 1,,90,,https://img.game8.co/4119784/05dbad73c1a1c108782d34c0def54e90.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502146,Colorless 2,,50,Gust,,,,,A2a,,,
A2a 004,Combee,Pokemon,Grass,◇,Basic,,50,,https://img.game8.co/4119748/20ca30a944a25f5c01cd97a73be5a0fb.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502145,Grass,,20,Bug Bite,,,,,A2a,,,
A2a 005,Vespiquen,Pokemon,Grass,◇◇,Stage 1,,100,,https://img.game8.co/4119779/f48649cbce112d4f77d10fe33fb6da58.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502144,Grass 3,This Pokemon also does 30 damage to itself.,120,Reckless Charge,,,,,A2a,,,
A2a 006,Cherubi,Pokemon,Grass,◇,Basic,,50,,https://img.game8.co/4119909/ca9c673c719b0e4a8cf306f4abe1389b.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502143,Grass,,20,Leafage,,,,,A2a,,,
A2a 007,Cherrim,Pokemon,Grass,◇◇,Stage 1,,80,,https://img.game8.co/4119837/dd128b59a62b8d898e19e89693d95b1d.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502142,Grass,Your opponent's Active Pokemon is now Confused.,40,Worry Seed,,,,,A2a,,,
A2a 008,Cherrim,Pokemon,Grass,◇◇,Stage 1,,80,,https://img.game8.co/4119819/3903e20f0c9673205eef2845562b9711.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502141,Grass 2,Heal 20 damage from this Pokemon.,60,Leech Seed,,,,,A2a,,,
A2a 009,Carnivine,Pokemon,Grass,◇◇◇,Basic,,80,Power Link,https://img.game8.co/4120124/19a365f665184945e2971ade8db4dc12.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502140,Grass,,20,Vine Whip,,,,,A2a,,,
A2a 010,Leafeon ex,Pokemon,Grass,◇◇◇◇,Stage 1,ex,140,Forest Breath,https://img.game8.co/4119965/e8ef28fd191177a1552ec3491198eb1d.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502139,Grass:Colorless 2,,70,Solar Beam,,,,,A2a:A4b,,0% | 0% | 0% | 1.333%,
A2a 011,Houndour,Pokemon,Fire,◇,Basic,,60,,https://img.game8.co/4119839/c2a975c738c3673440c54b978dcabaa1.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502138,Fire,,20,Flare Blitz,,,,,A2a,,,
A2a 012,Houndoom,Pokemon,Fire,◇◇,Stage 1,,100,,https://img.game8.co/4119817/463ef6fb34955b641a55f5aec63d2df3.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502137,Fire:Colorless,"During your opponent's next turn, the Defending Pokemon can't retreat.",60,Corner,,,,,A2a,,,
A2a 013,Heatran,Pokemon,Fire,◇◇◇,Basic,,110,Speed Link,https://img.game8.co/4120079/f109447843825b6cd28b41b366cf7787.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502136,Fire 2,"If this Pokemon has damage on it, this attack does 40 more damage.",40+,Ragin' Mad Strike,,,,,A2a:A4b,,0% | 0% | 1.266% | 0%,
A2a 014,Marill,Pokemon,Water,◇,Basic,,60,,https://img.game8.co/4119967/f5c1144d29dcad7f36fa2749bf381df8.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502135,Water,,20,Water Gun,,,,,A2a,,,
A2a 015,Azumarill,Pokemon,Water,◇,Stage 1,,100,,https://img.game8.co/4119834/f9ac66b24eb260236be6d55e9d6f3960.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502134,Water:Colorless,,60,Waterfall,,,,,A2a,,,
A2a 016,Barboach,Pokemon,Water,◇,Basic,,60,,https://img.game8.co/4119832/b1df7d0c85e6e69f39461a0f4242c391.png/show,Triumphant Light (A2a),Arceus,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502133,Water:Colorless,,30,Mud-Slap,,,,,A2a,,,
A2a 017,Whiscash,Pokemon,Water,◇◇,Stage 1,,120,,https://img.game8.co/4119944/8603cb621c0d4c7161b750fe3b657603.png/show,Triumphant Light (A2a),Arceus,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/502132,Water 2:Colorless 2,"Flip a coin. If heads, this attack does 60 more damage. If tails, this Pokemon also does 20 damage to itself.",80+,Thrash,,,,,A2a,,,
